City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
525,lago da pedra,-4.3333,-45.1667,22.89,100,100,1.2,BR,1708577072
526,gisborne,-38.6533,178.0042,20.03,63,22,5.5,NZ,1708577073
527,kruisfontein,-34.0033,24.7314,14.94,79,2,2.34,ZA,1708577073
528,armacao de buzios,-22.7469,-41.8817,26.03,96,100,7.2,BR,1708576822
529,holualoa,19.6228,-155.9522,23.91,74,75,3.09,US,1708577073
530,enoch,37.7733,-113.0244,1.93,91,0,2.06,US,1708577074
531,nago,26.5881,127.9761,27.47,64,39,5.21,JP,1708577074
532,o barco de valdeorras,42.4164,-6.9901,11.06,94,98,2.79,ES,1708577074
533,nabire,-3.3667,135.4833,30.75,67,35,3.18,ID,1708577074
534,yuanping,38.7153,112.7575,-5.77,59,45,0.77,CN,1708577074
535,saint-paul,-21.0096,55.2707,27.05,68,100,2.61,RE,1708577080
536,fada,9.5667,8.3,22.55,45,82,0.78,NG,1708577080
537,amurzet,47.6967,131.0981,-9.13,66,47,6.67,RU,1708577080
538,kijang,35.2442,129.2139,4.85,84,100,9.14,KR,1708577080
539,cockburn town,21.4612,-71.1419,23.2,60,22,9.13,TC,1708577080
540,saint-philippe,-21.3585,55.7679,24.77,86,100,6.79,RE,1708577081
541,hovd,48.0056,91.6419,-18.24,56,3,1.64,MN,1708577035
542,zaragoza,41.6561,-0.8773,16.12,69,20,3.09,ES,1708577081
543,bel air riviere seche,-20.2542,57.7453,25.93,96,100,13.17,MU,1708577081
544,guelendeng,10.9176,15.5501,22.74,23,75,3.01,TD,1708577081
545,tsiombe,-25.3,45.4833,26.96,65,71,2.81,MG,1708577082
546,chipinge,-20.1883,32.6236,19.63,64,0,1.07,ZW,1708577082
547,moissac,44.1024,1.0945,11.38,72,100,3.9,FR,1708577082
548,fukuecho,32.6881,128.8419,11.2,87,75,8.23,JP,1708577082
549,taoudenni,22.6783,-3.9836,17.48,25,0,8.95,ML,1708577082
550,libreville,0.3925,9.4537,27.04,85,100,1.16,GA,1708577082
551,shijiazhuang,38.0414,114.4786,-1.08,81,80,0.78,CN,1708577083
552,twin falls,42.3505,-114.6445,2.19,81,75,4.63,US,1708577083
553,ulladulla,-35.35,150.4667,28.44,56,3,4.81,AU,1708577083
554,uige,-7.6087,15.0613,20.34,96,100,0.87,AO,1708577084
555,yorkton,51.2167,-102.4677,-4.09,86,0,5.14,CA,1708577084
556,ulan bator,47.9077,106.8832,-21.93,49,40,1.0,MN,1708576890
557,kuqa,41.7278,82.9364,-2.65,36,40,0.84,CN,1708577084
558,popondetta,-8.7537,148.2534,27.94,88,98,1.42,PG,1708577084
559,kazerun,29.6195,51.6541,12.47,39,0,1.04,IR,1708577085
560,luga,58.7372,29.8453,-2.01,95,100,3.24,RU,1708577085
561,greenville,35.6127,-77.3663,3.41,91,0,0.89,US,1708576858
562,viiala,61.2102,23.7674,0.67,99,100,2.49,FI,1708577085
563,tobruk,32.0836,23.9764,13.36,72,0,4.24,LY,1708577086
564,phitsanulok,16.9167,100.5,33.04,41,15,5.18,TH,1708577086
565,kinana,14.0361,33.1712,23.37,34,22,5.36,SD,1708577086
566,inarajan village,13.2736,144.7484,29.54,85,90,9.28,GU,1708577086
567,anapa,44.8908,37.3239,0.19,86,0,3.0,RU,1708576801
568,senanga,-16.1167,23.2667,19.36,50,50,1.83,ZM,1708577087
569,rodolfo sanchez taboada,31.7167,-116.5667,14.5,79,10,0.89,MX,1708577087
570,akureyri,65.6835,-18.0878,-5.04,86,0,2.06,IS,1708577087
571,del rio,29.3627,-100.8968,24.06,49,0,5.14,US,1708577087
572,belel,7.05,14.4333,19.58,22,93,1.5,CM,1708577088
573,proletarsk,46.7031,41.7192,0.08,84,100,4.91,RU,1708577088
574,mont-joli,48.5839,-68.1921,-3.28,46,75,5.14,CA,1708577088
575,ust'-kalmanka,52.1207,83.305,-22.05,87,19,0.67,RU,1708577088
576,van,38.4924,43.3831,-2.36,80,75,1.54,TR,1708577088
577,hola,51.5377,23.1902,6.1,88,84,4.15,PL,1708577089
578,uray,60.1247,64.7758,-16.18,95,98,3.58,RU,1708577089
579,benguela,-12.5763,13.4055,26.76,83,100,1.08,AO,1708577089
